arch,subarch,arch_dim,max_seq_len,batch_size,throughput
mugi,none,128x8,max_seq_len_512,batch_size_1,12.98359275216491
mugi,none,128x8,max_seq_len_512,batch_size_2,25.886931677165872
mugi,none,128x8,max_seq_len_512,batch_size_4,51.45532125689279
mugi,none,128x8,max_seq_len_512,batch_size_8,101.65986396636447
mugi,none,128x8,max_seq_len_512,batch_size_16,101.65986433380283
mugi,none,128x8,max_seq_len_512,batch_size_32,101.65986433380283
mugi,none,128x8,max_seq_len_2048,batch_size_1,12.979713176274437
mugi,none,128x8,max_seq_len_2048,batch_size_2,25.51319792814336
mugi,none,128x8,max_seq_len_2048,batch_size_4,49.326513008716965
mugi,none,128x8,max_seq_len_2048,batch_size_8,92.51194618083248
mugi,none,128x8,max_seq_len_2048,batch_size_16,92.51194763873
mugi,none,128x8,max_seq_len_2048,batch_size_32,92.51194763873
mugi,none,128x8,max_seq_len_4096,batch_size_1,12.976167043535714
mugi,none,128x8,max_seq_len_4096,batch_size_2,24.485890338222
mugi,none,128x8,max_seq_len_4096,batch_size_4,44.00772486451906
mugi,none,128x8,max_seq_len_4096,batch_size_8,73.30147776498634
mugi,none,128x8,max_seq_len_4096,batch_size_16,73.30148000188288
mugi,none,128x8,max_seq_len_4096,batch_size_32,73.30148000188288
mugi,none,256x8,max_seq_len_512,batch_size_1,25.952208882338287
mugi,none,256x8,max_seq_len_512,batch_size_2,51.7151503888859
mugi,none,256x8,max_seq_len_512,batch_size_4,102.68100259117779
mugi,none,256x8,max_seq_len_512,batch_size_8,202.42584852878474
mugi,none,256x8,max_seq_len_512,batch_size_16,202.4258499920769
mugi,none,256x8,max_seq_len_512,batch_size_32,202.42585072372282
mugi,none,256x8,max_seq_len_2048,batch_size_1,25.750032793323047
mugi,none,256x8,max_seq_len_2048,batch_size_2,50.23665010527348
mugi,none,256x8,max_seq_len_2048,batch_size_4,95.78063115325315
mugi,none,256x8,max_seq_len_2048,batch_size_8,175.2295730799405
mugi,none,256x8,max_seq_len_2048,batch_size_16,175.22957860283324
mugi,none,256x8,max_seq_len_2048,batch_size_32,175.2295813642795
mugi,none,256x8,max_seq_len_4096,batch_size_1,25.193721444319355
mugi,none,256x8,max_seq_len_4096,batch_size_2,46.39129188324118
mugi,none,256x8,max_seq_len_4096,batch_size_4,80.15603715104429
mugi,none,256x8,max_seq_len_4096,batch_size_8,126.23584432780332
mugi,none,256x8,max_seq_len_4096,batch_size_16,126.23585203232949
mugi,none,256x8,max_seq_len_4096,batch_size_32,126.2358558845922
systolic,mac,8x8,max_seq_len_512,batch_size_1,6.478088668301106
systolic,mac,8x8,max_seq_len_512,batch_size_2,12.891528618073734
systolic,mac,8x8,max_seq_len_512,batch_size_4,25.52834722991809
systolic,mac,8x8,max_seq_len_512,batch_size_8,50.06785231290013
systolic,mac,8x8,max_seq_len_512,batch_size_16,50.06785231290013
systolic,mac,8x8,max_seq_len_512,batch_size_32,50.06785231290013
systolic,mac,8x8,max_seq_len_2048,batch_size_1,6.464781640932104
systolic,mac,8x8,max_seq_len_2048,batch_size_2,12.6587151224201
systolic,mac,8x8,max_seq_len_2048,batch_size_4,24.30176533262715
systolic,mac,8x8,max_seq_len_2048,batch_size_8,45.00784147167372
systolic,mac,8x8,max_seq_len_2048,batch_size_16,45.00784147167372
systolic,mac,8x8,max_seq_len_2048,batch_size_32,45.00784147167372
systolic,mac,8x8,max_seq_len_4096,batch_size_1,6.4254746774404445
systolic,mac,8x8,max_seq_len_4096,batch_size_2,12.011744258892904
systolic,mac,8x8,max_seq_len_4096,batch_size_4,21.26665559428837
systolic,mac,8x8,max_seq_len_4096,batch_size_8,34.66107304789373
systolic,mac,8x8,max_seq_len_4096,batch_size_16,34.66107304789373
systolic,mac,8x8,max_seq_len_4096,batch_size_32,34.66107304789373
systolic,mac,16x16,max_seq_len_512,batch_size_1,12.965427031454889
systolic,mac,16x16,max_seq_len_512,batch_size_2,25.826822926578878
systolic,mac,16x16,max_seq_len_512,batch_size_4,51.24139271235391
systolic,mac,16x16,max_seq_len_512,batch_size_8,100.873423173106
systolic,mac,16x16,max_seq_len_512,batch_size_16,195.60905787022418
systolic,mac,16x16,max_seq_len_512,batch_size_32,195.60905787022418
systolic,mac,16x16,max_seq_len_2048,batch_size_1,12.932202764724332
systolic,mac,16x16,max_seq_len_2048,batch_size_2,25.35026525320806
systolic,mac,16x16,max_seq_len_2048,batch_size_4,48.749364664030544
systolic,mac,16x16,max_seq_len_2048,batch_size_8,90.5601510403042
systolic,mac,16x16,max_seq_len_2048,batch_size_16,158.696793944817
systolic,mac,16x16,max_seq_len_2048,batch_size_32,158.696793944817
systolic,mac,16x16,max_seq_len_4096,batch_size_1,12.834527495300879
systolic,mac,16x16,max_seq_len_4096,batch_size_2,24.02812342998413
systolic,mac,16x16,max_seq_len_4096,batch_size_4,42.59510610505013
systolic,mac,16x16,max_seq_len_4096,batch_size_8,69.55109538203628
systolic,mac,16x16,max_seq_len_4096,batch_size_16,102.07280787510119
systolic,mac,16x16,max_seq_len_4096,batch_size_32,102.07280787510119
simd,mac,8x8,max_seq_len_512,batch_size_1,6.487951331878294
simd,mac,8x8,max_seq_len_512,batch_size_2,12.911155519813734
simd,mac,8x8,max_seq_len_512,batch_size_4,25.56721324631615
simd,mac,8x8,max_seq_len_512,batch_size_8,50.14407886808931
simd,mac,8x8,max_seq_len_512,batch_size_16,50.14407886808931
simd,mac,8x8,max_seq_len_512,batch_size_32,50.14407886808931
simd,mac,8x8,max_seq_len_2048,batch_size_1,6.486026065455725
simd,mac,8x8,max_seq_len_2048,batch_size_2,12.700313916149119
simd,mac,8x8,max_seq_len_2048,batch_size_4,24.381625264187857
simd,mac,8x8,max_seq_len_2048,batch_size_8,45.15574525933794
simd,mac,8x8,max_seq_len_2048,batch_size_16,45.15574525933794
simd,mac,8x8,max_seq_len_2048,batch_size_32,45.15574525933794
simd,mac,8x8,max_seq_len_4096,batch_size_1,6.480528972836116
simd,mac,8x8,max_seq_len_4096,batch_size_2,12.114662432233182
simd,mac,8x8,max_seq_len_4096,batch_size_4,21.448871041075016
simd,mac,8x8,max_seq_len_4096,batch_size_8,34.95805359020439
simd,mac,8x8,max_seq_len_4096,batch_size_16,34.95805359020439
simd,mac,8x8,max_seq_len_4096,batch_size_32,34.95805359020439
simd,mac,16x16,max_seq_len_512,batch_size_1,12.988462140113102
simd,mac,16x16,max_seq_len_512,batch_size_2,25.872708765619485
simd,mac,16x16,max_seq_len_512,batch_size_4,51.332431951090314
simd,mac,16x16,max_seq_len_512,batch_size_8,101.05264233886847
simd,mac,16x16,max_seq_len_512,batch_size_16,195.95659135391415
simd,mac,16x16,max_seq_len_512,batch_size_32,195.95659135391415
simd,mac,16x16,max_seq_len_2048,batch_size_1,12.981810515350297
simd,mac,16x16,max_seq_len_2048,batch_size_2,25.44751044167735
simd,mac,16x16,max_seq_len_2048,batch_size_4,48.9363702478838
simd,mac,16x16,max_seq_len_2048,batch_size_8,90.90754539171455
simd,mac,16x16,max_seq_len_2048,batch_size_16,159.3055646808422
simd,mac,16x16,max_seq_len_2048,batch_size_32,159.3055646808422
simd,mac,16x16,max_seq_len_4096,batch_size_1,12.963013180091961
simd,mac,16x16,max_seq_len_4096,batch_size_2,24.268671056532003
simd,mac,16x16,max_seq_len_4096,batch_size_4,43.02152940464657
simd,mac,16x16,max_seq_len_4096,batch_size_8,70.24737742697849
simd,mac,16x16,max_seq_len_4096,batch_size_16,103.09466760297303
simd,mac,16x16,max_seq_len_4096,batch_size_32,103.09466760297303
