,hidden,rnn_type,epochs,dropout,lr,layers
0,200,RNN_TANH,1,0.0,0.5,1
1,200,RNN_TANH,1,0.0,0.5,2
2,200,RNN_TANH,1,0.0,0.5,3
3,200,RNN_TANH,1,0.0,0.5,5
4,200,RNN_TANH,1,0.0,2.0,1
5,200,RNN_TANH,1,0.0,2.0,2
6,200,RNN_TANH,1,0.0,2.0,3
7,200,RNN_TANH,1,0.0,2.0,5
8,200,RNN_TANH,1,0.2,0.5,1
9,200,RNN_TANH,1,0.2,0.5,2
10,200,RNN_TANH,1,0.2,0.5,3
11,200,RNN_TANH,1,0.2,0.5,5
12,200,RNN_TANH,1,0.2,2.0,1
13,200,RNN_TANH,1,0.2,2.0,2
14,200,RNN_TANH,1,0.2,2.0,3
15,200,RNN_TANH,1,0.2,2.0,5
16,200,RNN_TANH,1,0.5,0.5,1
17,200,RNN_TANH,1,0.5,0.5,2
18,200,RNN_TANH,1,0.5,0.5,3
19,200,RNN_TANH,1,0.5,0.5,5
20,200,RNN_TANH,1,0.5,2.0,1
21,200,RNN_TANH,1,0.5,2.0,2
22,200,RNN_TANH,1,0.5,2.0,3
23,200,RNN_TANH,1,0.5,2.0,5
24,200,RNN_TANH,12,0.0,0.5,1
25,200,RNN_TANH,12,0.0,0.5,2
26,200,RNN_TANH,12,0.0,0.5,3
27,200,RNN_TANH,12,0.0,0.5,5
28,200,RNN_TANH,12,0.0,2.0,1
29,200,RNN_TANH,12,0.0,2.0,2
30,200,RNN_TANH,12,0.0,2.0,3
31,200,RNN_TANH,12,0.0,2.0,5
32,200,RNN_TANH,12,0.2,0.5,1
33,200,RNN_TANH,12,0.2,0.5,2
34,200,RNN_TANH,12,0.2,0.5,3
35,200,RNN_TANH,12,0.2,0.5,5
36,200,RNN_TANH,12,0.2,2.0,1
37,200,RNN_TANH,12,0.2,2.0,2
38,200,RNN_TANH,12,0.2,2.0,3
39,200,RNN_TANH,12,0.2,2.0,5
40,200,RNN_TANH,12,0.5,0.5,1
41,200,RNN_TANH,12,0.5,0.5,2
42,200,RNN_TANH,12,0.5,0.5,3
43,200,RNN_TANH,12,0.5,0.5,5
44,200,RNN_TANH,12,0.5,2.0,1
45,200,RNN_TANH,12,0.5,2.0,2
46,200,RNN_TANH,12,0.5,2.0,3
47,200,RNN_TANH,12,0.5,2.0,5
48,200,RNN_TANH,32,0.0,0.5,1
49,200,RNN_TANH,32,0.0,0.5,2
50,200,RNN_TANH,32,0.0,0.5,3
51,200,RNN_TANH,32,0.0,0.5,5
52,200,RNN_TANH,32,0.0,2.0,1
53,200,RNN_TANH,32,0.0,2.0,2
54,200,RNN_TANH,32,0.0,2.0,3
55,200,RNN_TANH,32,0.0,2.0,5
56,200,RNN_TANH,32,0.2,0.5,1
57,200,RNN_TANH,32,0.2,0.5,2
58,200,RNN_TANH,32,0.2,0.5,3
59,200,RNN_TANH,32,0.2,0.5,5
60,200,RNN_TANH,32,0.2,2.0,1
61,200,RNN_TANH,32,0.2,2.0,2
62,200,RNN_TANH,32,0.2,2.0,3
63,200,RNN_TANH,32,0.2,2.0,5
64,200,RNN_TANH,32,0.5,0.5,1
65,200,RNN_TANH,32,0.5,0.5,2
66,200,RNN_TANH,32,0.5,0.5,3
67,200,RNN_TANH,32,0.5,0.5,5
68,200,RNN_TANH,32,0.5,2.0,1
69,200,RNN_TANH,32,0.5,2.0,2
70,200,RNN_TANH,32,0.5,2.0,3
71,200,RNN_TANH,32,0.5,2.0,5
72,200,RNN_RELU,1,0.0,0.5,1
73,200,RNN_RELU,1,0.0,0.5,2
74,200,RNN_RELU,1,0.0,0.5,3
75,200,RNN_RELU,1,0.0,0.5,5
76,200,RNN_RELU,1,0.0,2.0,1
77,200,RNN_RELU,1,0.0,2.0,2
78,200,RNN_RELU,1,0.0,2.0,3
79,200,RNN_RELU,1,0.0,2.0,5
80,200,RNN_RELU,1,0.2,0.5,1
81,200,RNN_RELU,1,0.2,0.5,2
82,200,RNN_RELU,1,0.2,0.5,3
83,200,RNN_RELU,1,0.2,0.5,5
84,200,RNN_RELU,1,0.2,2.0,1
85,200,RNN_RELU,1,0.2,2.0,2
86,200,RNN_RELU,1,0.2,2.0,3
87,200,RNN_RELU,1,0.2,2.0,5
88,200,RNN_RELU,1,0.5,0.5,1
89,200,RNN_RELU,1,0.5,0.5,2
90,200,RNN_RELU,1,0.5,0.5,3
91,200,RNN_RELU,1,0.5,0.5,5
92,200,RNN_RELU,1,0.5,2.0,1
93,200,RNN_RELU,1,0.5,2.0,2
94,200,RNN_RELU,1,0.5,2.0,3
95,200,RNN_RELU,1,0.5,2.0,5
96,200,RNN_RELU,12,0.0,0.5,1
97,200,RNN_RELU,12,0.0,0.5,2
98,200,RNN_RELU,12,0.0,0.5,3
99,200,RNN_RELU,12,0.0,0.5,5
100,200,RNN_RELU,12,0.0,2.0,1
101,200,RNN_RELU,12,0.0,2.0,2
102,200,RNN_RELU,12,0.0,2.0,3
103,200,RNN_RELU,12,0.0,2.0,5
104,200,RNN_RELU,12,0.2,0.5,1
105,200,RNN_RELU,12,0.2,0.5,2
106,200,RNN_RELU,12,0.2,0.5,3
107,200,RNN_RELU,12,0.2,0.5,5
108,200,RNN_RELU,12,0.2,2.0,1
109,200,RNN_RELU,12,0.2,2.0,2
110,200,RNN_RELU,12,0.2,2.0,3
111,200,RNN_RELU,12,0.2,2.0,5
112,200,RNN_RELU,12,0.5,0.5,1
113,200,RNN_RELU,12,0.5,0.5,2
114,200,RNN_RELU,12,0.5,0.5,3
115,200,RNN_RELU,12,0.5,0.5,5
116,200,RNN_RELU,12,0.5,2.0,1
117,200,RNN_RELU,12,0.5,2.0,2
118,200,RNN_RELU,12,0.5,2.0,3
119,200,RNN_RELU,12,0.5,2.0,5
120,200,RNN_RELU,32,0.0,0.5,1
121,200,RNN_RELU,32,0.0,0.5,2
122,200,RNN_RELU,32,0.0,0.5,3
123,200,RNN_RELU,32,0.0,0.5,5
124,200,RNN_RELU,32,0.0,2.0,1
125,200,RNN_RELU,32,0.0,2.0,2
126,200,RNN_RELU,32,0.0,2.0,3
127,200,RNN_RELU,32,0.0,2.0,5
128,200,RNN_RELU,32,0.2,0.5,1
129,200,RNN_RELU,32,0.2,0.5,2
130,200,RNN_RELU,32,0.2,0.5,3
131,200,RNN_RELU,32,0.2,0.5,5
132,200,RNN_RELU,32,0.2,2.0,1
133,200,RNN_RELU,32,0.2,2.0,2
134,200,RNN_RELU,32,0.2,2.0,3
135,200,RNN_RELU,32,0.2,2.0,5
136,200,RNN_RELU,32,0.5,0.5,1
137,200,RNN_RELU,32,0.5,0.5,2
138,200,RNN_RELU,32,0.5,0.5,3
139,200,RNN_RELU,32,0.5,0.5,5
140,200,RNN_RELU,32,0.5,2.0,1
141,200,RNN_RELU,32,0.5,2.0,2
142,200,RNN_RELU,32,0.5,2.0,3
143,200,RNN_RELU,32,0.5,2.0,5
144,200,GRU,1,0.0,0.5,1
145,200,GRU,1,0.0,0.5,2
146,200,GRU,1,0.0,0.5,3
147,200,GRU,1,0.0,0.5,5
148,200,GRU,1,0.0,2.0,1
149,200,GRU,1,0.0,2.0,2
150,200,GRU,1,0.0,2.0,3
151,200,GRU,1,0.0,2.0,5
152,200,GRU,1,0.2,0.5,1
153,200,GRU,1,0.2,0.5,2
154,200,GRU,1,0.2,0.5,3
155,200,GRU,1,0.2,0.5,5
156,200,GRU,1,0.2,2.0,1
157,200,GRU,1,0.2,2.0,2
158,200,GRU,1,0.2,2.0,3
159,200,GRU,1,0.2,2.0,5
160,200,GRU,1,0.5,0.5,1
161,200,GRU,1,0.5,0.5,2
162,200,GRU,1,0.5,0.5,3
163,200,GRU,1,0.5,0.5,5
164,200,GRU,1,0.5,2.0,1
165,200,GRU,1,0.5,2.0,2
166,200,GRU,1,0.5,2.0,3
167,200,GRU,1,0.5,2.0,5
168,200,GRU,12,0.0,0.5,1
169,200,GRU,12,0.0,0.5,2
170,200,GRU,12,0.0,0.5,3
171,200,GRU,12,0.0,0.5,5
172,200,GRU,12,0.0,2.0,1
173,200,GRU,12,0.0,2.0,2
174,200,GRU,12,0.0,2.0,3
175,200,GRU,12,0.0,2.0,5
176,200,GRU,12,0.2,0.5,1
177,200,GRU,12,0.2,0.5,2
178,200,GRU,12,0.2,0.5,3
179,200,GRU,12,0.2,0.5,5
180,200,GRU,12,0.2,2.0,1
181,200,GRU,12,0.2,2.0,2
182,200,GRU,12,0.2,2.0,3
183,200,GRU,12,0.2,2.0,5
184,200,GRU,12,0.5,0.5,1
185,200,GRU,12,0.5,0.5,2
186,200,GRU,12,0.5,0.5,3
187,200,GRU,12,0.5,0.5,5
188,200,GRU,12,0.5,2.0,1
189,200,GRU,12,0.5,2.0,2
190,200,GRU,12,0.5,2.0,3
191,200,GRU,12,0.5,2.0,5
192,200,GRU,32,0.0,0.5,1
193,200,GRU,32,0.0,0.5,2
194,200,GRU,32,0.0,0.5,3
195,200,GRU,32,0.0,0.5,5
196,200,GRU,32,0.0,2.0,1
197,200,GRU,32,0.0,2.0,2
198,200,GRU,32,0.0,2.0,3
199,200,GRU,32,0.0,2.0,5
200,200,GRU,32,0.2,0.5,1
201,200,GRU,32,0.2,0.5,2
202,200,GRU,32,0.2,0.5,3
203,200,GRU,32,0.2,0.5,5
204,200,GRU,32,0.2,2.0,1
205,200,GRU,32,0.2,2.0,2
206,200,GRU,32,0.2,2.0,3
207,200,GRU,32,0.2,2.0,5
208,200,GRU,32,0.5,0.5,1
209,200,GRU,32,0.5,0.5,2
210,200,GRU,32,0.5,0.5,3
211,200,GRU,32,0.5,0.5,5
212,200,GRU,32,0.5,2.0,1
213,200,GRU,32,0.5,2.0,2
214,200,GRU,32,0.5,2.0,3
215,200,GRU,32,0.5,2.0,5
216,200,LSTM,1,0.0,0.5,1
217,200,LSTM,1,0.0,0.5,2
218,200,LSTM,1,0.0,0.5,3
219,200,LSTM,1,0.0,0.5,5
220,200,LSTM,1,0.0,2.0,1
221,200,LSTM,1,0.0,2.0,2
222,200,LSTM,1,0.0,2.0,3
223,200,LSTM,1,0.0,2.0,5
224,200,LSTM,1,0.2,0.5,1
225,200,LSTM,1,0.2,0.5,2
226,200,LSTM,1,0.2,0.5,3
227,200,LSTM,1,0.2,0.5,5
228,200,LSTM,1,0.2,2.0,1
229,200,LSTM,1,0.2,2.0,2
230,200,LSTM,1,0.2,2.0,3
231,200,LSTM,1,0.2,2.0,5
232,200,LSTM,1,0.5,0.5,1
233,200,LSTM,1,0.5,0.5,2
234,200,LSTM,1,0.5,0.5,3
235,200,LSTM,1,0.5,0.5,5
236,200,LSTM,1,0.5,2.0,1
237,200,LSTM,1,0.5,2.0,2
238,200,LSTM,1,0.5,2.0,3
239,200,LSTM,1,0.5,2.0,5
240,200,LSTM,12,0.0,0.5,1
241,200,LSTM,12,0.0,0.5,2
242,200,LSTM,12,0.0,0.5,3
243,200,LSTM,12,0.0,0.5,5
244,200,LSTM,12,0.0,2.0,1
245,200,LSTM,12,0.0,2.0,2
246,200,LSTM,12,0.0,2.0,3
247,200,LSTM,12,0.0,2.0,5
248,200,LSTM,12,0.2,0.5,1
249,200,LSTM,12,0.2,0.5,2
250,200,LSTM,12,0.2,0.5,3
251,200,LSTM,12,0.2,0.5,5
252,200,LSTM,12,0.2,2.0,1
253,200,LSTM,12,0.2,2.0,2
254,200,LSTM,12,0.2,2.0,3
255,200,LSTM,12,0.2,2.0,5
256,200,LSTM,12,0.5,0.5,1
257,200,LSTM,12,0.5,0.5,2
258,200,LSTM,12,0.5,0.5,3
259,200,LSTM,12,0.5,0.5,5
260,200,LSTM,12,0.5,2.0,1
261,200,LSTM,12,0.5,2.0,2
262,200,LSTM,12,0.5,2.0,3
263,200,LSTM,12,0.5,2.0,5
264,200,LSTM,32,0.0,0.5,1
265,200,LSTM,32,0.0,0.5,2
266,200,LSTM,32,0.0,0.5,3
267,200,LSTM,32,0.0,0.5,5
268,200,LSTM,32,0.0,2.0,1
269,200,LSTM,32,0.0,2.0,2
270,200,LSTM,32,0.0,2.0,3
271,200,LSTM,32,0.0,2.0,5
272,200,LSTM,32,0.2,0.5,1
273,200,LSTM,32,0.2,0.5,2
274,200,LSTM,32,0.2,0.5,3
275,200,LSTM,32,0.2,0.5,5
276,200,LSTM,32,0.2,2.0,1
277,200,LSTM,32,0.2,2.0,2
278,200,LSTM,32,0.2,2.0,3
279,200,LSTM,32,0.2,2.0,5
280,200,LSTM,32,0.5,0.5,1
281,200,LSTM,32,0.5,0.5,2
282,200,LSTM,32,0.5,0.5,3
283,200,LSTM,32,0.5,0.5,5
284,200,LSTM,32,0.5,2.0,1
285,200,LSTM,32,0.5,2.0,2
286,200,LSTM,32,0.5,2.0,3
287,200,LSTM,32,0.5,2.0,5
